,accuracy,precisionMicro,precisionMacro,precisionWeighted,recallMicro,recallMacro,recallWeighted,f1Micro,f1Macro,f1Weighted,bestEstimator
0,0.8907563025210085,0.8907563025210085,0.8690330477356181,0.8973391070014297,0.8907563025210085,0.8918128654970761,0.8907563025210085,0.8907563025210086,0.8783518125344028,0.8923884722560882,"DecisionTreeClassifier(criterion='entropy', max_depth=7, max_features=14,
                       max_leaf_nodes=5, min_samples_leaf=5,
                       min_samples_split=9)"
0,0.8823529411764706,0.8823529411764706,0.8646848602988954,0.8823529411764706,0.8823529411764706,0.8646848602988954,0.8823529411764706,0.8823529411764706,0.8646848602988952,0.8823529411764706,"SVC(C=0.05, coef0=0.1, degree=1, gamma=10, kernel='poly', random_state=42,
    tol=0.0001)"
0,0.8739495798319328,0.8739495798319328,0.8661028893587033,0.8724690721954743,0.8739495798319328,0.8375568551007146,0.8739495798319328,0.8739495798319328,0.84945601754238,0.8713981670934378,"MLPClassifier(alpha=0.01, hidden_layer_sizes=11, max_iter=45000, solver='lbfgs')"
