,accuracy,precisionMicro,precisionMacro,precisionWeighted,recallMicro,recallMacro,recallWeighted,f1Micro,f1Macro,f1Weighted,bestEstimator
0,0.9384615384615385,0.9384615384615385,0.8681818181818182,0.9405439005439006,0.9384615384615385,0.8897562018819504,0.9384615384615385,0.9384615384615385,0.8784794349813045,0.9393371896072353,"DecisionTreeClassifier(max_depth=7, max_features=8, max_leaf_nodes=20,
                       min_samples_leaf=8, min_samples_split=20)"
0,0.9230769230769231,0.9230769230769231,0.8731527093596059,0.9185086943707633,0.9230769230769231,0.7915953806672369,0.9230769230769231,0.9230769230769231,0.8249446406128434,0.9183719506300151,"SVC(C=0.01, coef0=100, degree=2, gamma=0.01, kernel='poly', random_state=42,
    tol=0.0001)"
0,0.9230769230769231,0.9230769230769231,0.8535294117647059,0.9201990950226244,0.9230769230769231,0.821321642429427,0.9230769230769231,0.9230769230769231,0.8362353731593976,0.9212422424448626,"MLPClassifier(alpha=0.1, hidden_layer_sizes=12, max_iter=45000, solver='lbfgs')"
